MOLCLIN	REFNO	INVNO	ORDERNO	PREFIX	GENE	SUFFIX
M	15179	2	3		COL12A1	+ 
M	15182	1	1		KMT2A/ME2	
M	15182	1	2		KMT2A	+ 
M	15182	1	3		ME2	+ 
M	15183	1	1		LACTB2/NCOA2	
M	15183	1	2		LACTB2	+ 
M	15183	1	3		NCOA2	+ 
M	15186	1	1		RBM10/TFE3	
M	15186	1	2		RBM10	+ 
M	15186	1	3		TFE3	+ 
M	15187	1	1		NUP98/PHF23	
M	15187	1	2		NUP98	+ 
M	15187	1	3		PHF23	+ 
M	15188	100	1		QSOX2/CTU2	
M	15188	100	2		QSOX2	+ 
M	15188	100	3		CTU2	+ 
M	15188	101	1		RAB8A/PLVAP	
M	15188	101	2		RAB8A	+ 
M	15188	101	3		PLVAP	+ 
M	15188	10	1		ERN1/TEX2	
M	15188	102	1		RALGAPA2/ZNFX1	
M	15188	102	2		RALGAPA2	+ 
M	15188	102	3		ZNFX1	+ 
M	15188	10	2		ERN1	+ 
M	15188	103	1		RASSF3/DAZAP2	
M	15188	103	2		RASSF3	+ 
M	15188	103	3		DAZAP2	+ 
M	15188	10	3		TEX2	+ 
M	15188	104	1		RCOR1/PPP2R5C	
M	15188	104	2		RCOR1	+ 
M	15188	104	3		PPP2R5C	+ 
M	15188	105	1		RECQL5/CACNA1G	
M	15188	105	2		RECQL5	+ 
M	15188	105	3		CACNA1G	+ 
M	15188	106	1		REPS2/APOO	
M	15188	106	2		REPS2	+ 
M	15188	106	3		APOO	+ 
M	15188	107	1		REPS2/TXLNG	
M	15188	107	2		REPS2	+ 
M	15188	107	3		TXLNG	+ 
M	15188	108	1		RICTOR/ANKRD31	
M	15188	108	2		RICTOR	+ 
M	15188	108	3		ANKRD31	+ 
M	15188	109	1		SCAMP4/COX8A	
M	15188	109	2		SCAMP4	+ 
M	15188	109	3		COX8A	+ 
M	15188	110	1		SCMH1/CA6	
M	15188	110	2		SCMH1	+ 
M	15188	110	3		CA6	+ 
M	15188	111	1		SENP2/MSH5	
M	15188	111	2		SENP2	+ 
M	15188	111	3		MSH5	+ 
M	15188	11	1		EXOSC10/MTOR	
M	15188	112	1		SERF1A/SMN2	
M	15188	112	2		SERF1A	+ 
M	15188	112	3		SMN2	+ 
M	15188	11	2		EXOSC10	+ 
M	15188	113	1		SPATS2/TSPAN8	
M	15188	113	2		SPATS2	+ 
M	15188	113	3		TSPAN8	+ 
M	15188	11	3		MTOR	+ 
M	15188	114	1		SPEF2/C5ORF42	
M	15188	114	2		SPEF2	+ 
M	15188	114	3		C5ORF42	+ 
M	15188	115	1		STK11IP/INHA	
M	15188	115	2		STK11IP	+ 
M	15188	115	3		INHA	+ 
M	15188	116	1		TBCD/GLIPR2	
M	15188	116	2		TBCD	+ 
M	15188	116	3		GLIPR2	+ 
M	15188	117	1		TGFB1/HNRNPUL1	
M	15188	117	2		TGFB1	+ 
M	15188	117	3		HNRNPUL1	+ 
M	15188	118	1		TNPO1/MEF2C	
M	15188	118	2		TNPO1	+ 
M	15188	118	3		MEF2C	+ 
M	15188	119	1		TRBJ2-3/TRBC2	
M	15188	119	2		TRBJ2-3	+ 
M	15188	119	3		TRBC2	+ 
M	15188	1	1		MAPKAPK5/ALDH2	
M	15188	120	1		TRGC2/TRGJP1	
M	15188	120	2		TRGC2	+ 
M	15188	120	3		TRGJP1	+ 
M	15188	121	1		TRMT2B/ARL13A	
M	15188	121	2		TRMT2B	+ 
M	15188	121	3		ARL13A	+ 
M	15188	12	1		HERC1/DAPK2	
M	15188	122	1		TXNDC11/BAMBI	
M	15188	122	2		TXNDC11	+ 
M	15188	122	3		BAMBI	+ 
M	15188	12	2		HERC1	+ 
M	15188	123	1		TXNDC11/CIB4	
M	15188	123	2		TXNDC11	+ 
M	15188	123	3		CIB4	+ 
M	15188	12	3		DAPK2	+ 
M	15188	124	1		UBE2J1/C6ORF165	
M	15188	124	2		UBE2J1	+ 
M	15188	124	3		C6ORF165	+ 
M	15188	125	1		UBR2/PXT1	
M	15188	125	2		UBR2	+ 
M	15188	125	3		PXT1	+ 
M	15188	126	1		UBXN1/BSCL2	
M	15188	126	2		UBXN1	+ 
M	15188	126	3		BSCL2	+ 
M	15188	127	1		UIMC1/DBN1	
M	15188	127	2		UIMC1	+ 
M	15188	127	3		DBN1	+ 
M	15188	128	1		VPS41/CEP41	
M	15188	128	2		VPS41	+ 
M	15188	128	3		CEP41	+ 
M	15188	129	1		WIBG/SLC16A7	
M	15188	129	2		WIBG	+ 
M	15188	129	3		SLC16A7	+ 
M	15188	1	2		MAPKAPK5	+ 
M	15188	130	1		WRAP53/AHCY	
M	15188	130	2		WRAP53	+ 
M	15188	130	3		AHCY	+ 
M	15188	131	1		YPEL3/EXD3	
M	15188	131	2		YPEL3	+ 
M	15188	131	3		EXD3	+ 
M	15188	13	1		CDS2/MAST3	
M	15188	132	1		ZGLP1/LDLR	
M	15188	132	2		ZGLP1	+ 
M	15188	132	3		LDLR	+ 
M	15188	13	2		CDS2	+ 
M	15188	133	1		ZNF341/C20ORF144	
M	15188	133	2		ZNF341	+ 
M	15188	133	3		C20ORF144	+ 
M	15188	13	3		MAST3	+ 
M	15188	134	1		ZNF616/TRAPPC8	
M	15188	134	2		ZNF616	+ 
M	15188	134	3		TRAPPC8	+ 
M	15188	135	1		ZNRF3/EMID1	
M	15188	135	2		ZNRF3	+ 
M	15188	135	3		EMID1	+ 
M	15188	136	1		ZXDC/UROC1	
M	15188	136	2		ZXDC	+ 
M	15188	136	3		UROC1	+ 
M	15188	137	1		FLVCR2/BATF	
M	15188	137	2		FLVCR2	+ 
M	15188	137	3		BATF	+ 
M	15188	138	1		CELF1/FNBP4	
M	15188	138	2		CELF1	+ 
M	15188	138	3		FNBP4	+ 
M	15188	139	1		CHD3/RAD51C	
M	15188	139	2		CHD3	+ 
M	15188	139	3		RAD51C	+ 
M	15188	1	3		ALDH2	+ 
M	15188	140	1		FAM19A4/TMF1	
M	15188	140	2		FAM19A4	+ 
M	15188	140	3		TMF1	+ 
M	15188	141	1		FN3KRP/KCNQ1	
M	15188	141	2		FN3KRP	+ 
M	15188	141	3		KCNQ1	+ 
M	15188	14	1		TMEM87B/MERTK	
M	15188	142	1		HSD17B14/PLEKHA4	
M	15188	142	2		HSD17B14	+ 
M	15188	142	3		PLEKHA4	+ 
M	15188	14	2		TMEM87B	+ 
M	15188	143	1		PAPSS2/MINPP1	
M	15188	143	2		PAPSS2	+ 
M	15188	143	3		MINPP1	+ 
M	15188	14	3		MERTK	+ 
M	15188	144	1		PRX/BLVRB	
M	15188	144	2		PRX	+ 
M	15188	144	3		BLVRB	+ 
M	15188	145	1		PXN/PLA2G1B	
M	15188	145	2		PXN	+ 
M	15188	145	3		PLA2G1B	+ 
M	15188	146	1		ADGRV1/CLPTM1L	
M	15188	146	2		ADGRV1	+ 
M	15188	146	3		CLPTM1L	+ 
M	15188	147	1		HPS4/CABIN1	
M	15188	147	2		HPS4	+ 
M	15188	147	3		CABIN1	+ 
M	15188	148	1		KIF1B/FAM58A	
M	15188	148	2		KIF1B	+ 
M	15188	148	3		FAM58A	+ 
M	15188	149	1		PEBP1/DENND4B	
M	15188	149	2		PEBP1	+ 
M	15188	149	3		DENND4B	+ 
M	15188	15	1		APC/REEP2	
M	15188	15	2		APC	+ 
M	15188	15	3		REEP2	+ 
M	15188	16	1		KDM6A/DMD	
M	15188	16	2		KDM6A	+ 
M	15188	16	3		DMD	+ 
M	15188	17	1		KMT2A/ATP5L	
M	15188	17	2		KMT2A	+ 
M	15188	17	3		ATP5L	+ 
M	15188	18	1		NSD1/ZNF346	
M	15188	18	2		NSD1	+ 
M	15188	18	3		ZNF346	+ 
M	15188	19	1		KDM6A/FUNDC1	
M	15188	19	2		KDM6A	+ 
M	15188	19	3		FUNDC1	+ 
M	15188	20	1		NSD1/EFNA5	
M	15188	20	2		NSD1	+ 
M	15188	20	3		EFNA5	+ 
M	15188	21	1		ASPSCR1/HGS	
M	15188	21	2		ASPSCR1	+ 
M	15188	21	3		HGS	+ 
M	15188	2	1		CLK1/NAPRT	
M	15188	22	1		CREB3L2/CPA2	
M	15188	22	2		CREB3L2	+ 
M	15188	22	3		CPA2	+ 
M	15188	2	2		CLK1	+ 
M	15188	23	1		DNM2/QTRT1	
M	15188	23	2		DNM2	+ 
M	15188	23	3		QTRT1	+ 
M	15188	2	3		NAPRT	+ 
M	15188	24	1		MKL1/SLC25A17	
M	15188	24	2		MKL1	+ 
M	15188	24	3		SLC25A17	+ 
M	15188	25	1		MSI2/CA10	
M	15188	25	2		MSI2	+ 
M	15188	25	3		CA10	+ 
M	15188	26	1		TFG/ADGRG7	
M	15188	26	2		TFG	+ 
M	15188	26	3		ADGRG7	+ 
M	15188	27	1		MADD/POU2AF1	
M	15188	27	2		MADD	+ 
M	15188	27	3		POU2AF1	+ 
M	15188	28	1		BRK1/FANCD2	
M	15188	28	2		BRK1	+ 
M	15188	28	3		FANCD2	+ 
M	15188	29	1		JADE3/SSX2	
M	15188	29	2		JADE3	+ 
M	15188	29	3		SSX2	+ 
M	15188	30	1		KCTD5/TSC2	
M	15188	30	2		KCTD5	+ 
M	15188	30	3		TSC2	+ 
M	15188	31	1		ASXL2/PPWD1	
M	15188	31	2		ASXL2	+ 
M	15188	31	3		PPWD1	+ 
M	15188	3	1		SIK3/CTNNBIP1	
M	15188	32	1		MGA/NUSAP1	
M	15188	32	2		MGA	+ 
M	15188	32	3		NUSAP1	+ 
M	15188	3	2		SIK3	+ 
M	15188	33	1		NTN4/PAH	
M	15188	33	2		NTN4	+ 
M	15188	33	3		PAH	+ 
M	15188	3	3		CTNNBIP1	+ 
M	15188	34	1		RPS15/COA6	
M	15188	34	2		RPS15	+ 
M	15188	34	3		COA6	+ 
M	15188	35	1		PPP1CB/BRE	
M	15188	35	2		PPP1CB	+ 
M	15188	35	3		BRE	+ 
M	15188	36	1		DAB2/ARSB	
M	15188	36	2		DAB2	+ 
M	15188	36	3		ARSB	+ 
M	15188	37	1		GANAB/LBHD1	
M	15188	37	2		GANAB	+ 
M	15188	37	3		LBHD1	+ 
M	15188	38	1		RNF41/CS	
M	15188	38	2		RNF41	+ 
M	15188	38	3		CS	+ 
M	15188	39	1		RRP7A/PACSIN2	
M	15188	39	2		RRP7A	+ 
M	15188	39	3		PACSIN2	+ 
M	15188	40	1		SEPT9/VAV1	
M	15188	40	2		SEPT9	+ 
M	15188	40	3		VAV1	+ 
M	15188	41	1		AARS2/SPATS1	
M	15188	41	2		AARS2	+ 
M	15188	41	3		SPATS1	+ 
M	15188	4	1		DCLK2/LRBA	
M	15188	42	1		AJAP1/CYTH3	
M	15188	42	2		AJAP1	+ 
M	15188	42	3		CYTH3	+ 
M	15188	4	2		DCLK2	+ 
M	15188	43	1		AMBRA1/LRP4	
M	15188	43	2		AMBRA1	+ 
M	15188	43	3		LRP4	+ 
M	15188	4	3		LRBA	+ 
M	15188	44	1		AP2A2/DRD4	
M	15188	44	2		AP2A2	+ 
M	15188	44	3		DRD4	+ 
M	15188	45	1		ARHGAP19/ELP6	
M	15188	45	2		ARHGAP19	+ 
M	15188	45	3		ELP6	+ 
M	15188	46	1		ARHGAP23/RPL23	
M	15188	46	2		ARHGAP23	+ 
M	15188	46	3		RPL23	+ 
M	15188	47	1		BRMS1L/ZNF839	
M	15188	47	2		BRMS1L	+ 
M	15188	47	3		ZNF839	+ 
M	15188	48	1		TMEM248/ATOH8	
M	15188	48	2		TMEM248	+ 
M	15188	48	3		ATOH8	+ 
M	15188	49	1		CAPRIN1/CD151	
M	15188	49	2		CAPRIN1	+ 
M	15188	49	3		CD151	+ 
M	15188	50	1		CARM1/C19ORF38	
M	15188	50	2		CARM1	+ 
M	15188	50	3		C19ORF38	+ 
M	15188	51	1		CCDC117/TNNI2	
M	15188	51	2		CCDC117	+ 
M	15188	51	3		TNNI2	+ 
M	15188	5	1		MAP3K9/MED6	
M	15188	52	1		CMIP/BCO1	
M	15188	52	2		CMIP	+ 
M	15188	52	3		BCO1	+ 
M	15188	5	2		MAP3K9	+ 
M	15188	53	1		CNST/SCCPDH	
M	15188	53	2		CNST	+ 
M	15188	53	3		SCCPDH	+ 
M	15188	5	3		MED6	+ 
M	15188	54	1		COL15A1/ANKS6	
M	15188	54	2		COL15A1	+ 
M	15188	54	3		ANKS6	+ 
M	15188	55	1		CTSC/RAB38	
M	15188	55	2		CTSC	+ 
M	15188	55	3		RAB38	+ 
M	15188	56	1		CWC27/PPAP2A	
M	15188	56	2		CWC27	+ 
M	15188	56	3		PPAP2A	+ 
M	15188	57	1		CYB5B/TERF2	
M	15188	57	2		CYB5B	+ 
M	15188	57	3		TERF2	+ 
M	15188	58	1		DCP2/IL17B	
M	15188	58	2		DCP2	+ 
M	15188	58	3		IL17B	+ 
M	15188	59	1		DGKD/SAG	
M	15188	59	2		DGKD	+ 
M	15188	59	3		SAG	+ 
M	15188	60	1		DLST/YLPM1	
M	15188	60	2		DLST	+ 
M	15188	60	3		YLPM1	+ 
M	15188	61	1		DNAJC21/SGCZ	
M	15188	61	2		DNAJC21	+ 
M	15188	61	3		SGCZ	+ 
M	15188	6	1		NEK4/TMEM110	
M	15188	62	1		DYNC1I1/ASB4	
M	15188	62	2		DYNC1I1	+ 
M	15188	62	3		ASB4	+ 
M	15188	6	2		NEK4	+ 
M	15188	63	1		EIF4H/AARS2	
M	15188	63	2		EIF4H	+ 
M	15188	63	3		AARS2	+ 
M	15188	6	3		TMEM110	+ 
M	15188	64	1		FHOD3/ELP2	
M	15188	64	2		FHOD3	+ 
M	15188	64	3		ELP2	+ 
M	15188	65	1		FHOD3/ESRRB	
M	15188	65	2		FHOD3	+ 
M	15188	65	3		ESRRB	+ 
M	15188	66	1		FKBP8/HAUS8	
M	15188	66	2		FKBP8	+ 
M	15188	66	3		HAUS8	+ 
M	15188	67	1		FOXO3/LACE1	
M	15188	67	2		FOXO3	+ 
M	15188	67	3		LACE1	+ 
M	15188	68	1		GTF2A1/POMT2	
M	15188	68	2		GTF2A1	+ 
M	15188	68	3		POMT2	+ 
M	15188	69	1		HDAC7/VDR	
M	15188	69	2		HDAC7	+ 
M	15188	69	3		VDR	+ 
M	15188	70	1		HSD17B10/USP11	
M	15188	70	2		HSD17B10	+ 
M	15188	70	3		USP11	+ 
M	15188	71	1		IFNAR1/IL10RB	
M	15188	71	2		IFNAR1	+ 
M	15188	71	3		IL10RB	+ 
M	15188	7	1		PXK/RPP14	
M	15188	72	1		INHA/STK11IP	
M	15188	72	2		INHA	+ 
M	15188	72	3		STK11IP	+ 
M	15188	7	2		PXK	+ 
M	15188	73	1		INTS2/GLIS3	
M	15188	73	2		INTS2	+ 
M	15188	73	3		GLIS3	+ 
M	15188	7	3		RPP14	+ 
M	15188	74	1		ITGA9/GOLGA4	
M	15188	74	2		ITGA9	+ 
M	15188	74	3		GOLGA4	+ 
M	15188	75	1		ITPKA/NUSAP1	
M	15188	75	2		ITPKA	+ 
M	15188	75	3		NUSAP1	+ 
M	15188	76	1		KIAA1671/CLPTM1	
M	15188	76	2		KIAA1671	+ 
M	15188	76	3		CLPTM1	+ 
M	15188	77	1		KIF1B/PGD	
M	15188	77	2		KIF1B	+ 
M	15188	77	3		PGD	+ 
M	15188	78	1		LDLR/ZGLP1	
M	15188	78	2		LDLR	+ 
M	15188	78	3		ZGLP1	+ 
M	15188	79	1		MAP7/AHI1	
M	15188	79	2		MAP7	+ 
M	15188	79	3		AHI1	+ 
M	15188	80	1		MBD3/PALM	
M	15188	80	2		MBD3	+ 
M	15188	80	3		PALM	+ 
M	15188	81	1		MED16/R3HDM4	
M	15188	81	2		MED16	+ 
M	15188	81	3		R3HDM4	+ 
M	15188	8	1		RPS6KA4/CCDC88B	
M	15188	82	1		MMACHC/TTC23L	
M	15188	82	2		MMACHC	+ 
M	15188	82	3		TTC23L	+ 
M	15188	8	2		RPS6KA4	+ 
M	15188	83	1		MSH5/BSCL2	
M	15188	83	2		MSH5	+ 
M	15188	83	3		BSCL2	+ 
M	15188	8	3		CCDC88B	+ 
M	15188	84	1		NCOR2/SCARB1	
M	15188	84	2		NCOR2	+ 
M	15188	84	3		SCARB1	+ 
M	15188	85	1		NCS1/GPR107	
M	15188	85	2		NCS1	+ 
M	15188	85	3		GPR107	+ 
M	15188	86	1		NFIC/SPATA33	
M	15188	86	2		NFIC	+ 
M	15188	86	3		SPATA33	+ 
M	15188	87	1		NFKBIE/FBXO9	
M	15188	87	2		NFKBIE	+ 
M	15188	87	3		FBXO9	+ 
M	15188	88	1		NR5A1/NR6A1	
M	15188	88	2		NR5A1	+ 
M	15188	88	3		NR6A1	+ 
M	15188	89	1		NSUN4/FAAH	
M	15188	89	2		NSUN4	+ 
M	15188	89	3		FAAH	+ 
M	15188	90	1		NT5DC1/SLC35F1	
M	15188	90	2		NT5DC1	+ 
M	15188	90	3		SLC35F1	+ 
M	15188	91	1		PAH/METAP2	
M	15188	91	2		PAH	+ 
M	15188	91	3		METAP2	+ 
M	15188	9	1		TLK2/CEP112	
M	15188	92	1		PARP8/ANKRD55	
M	15188	92	2		PARP8	+ 
M	15188	92	3		ANKRD55	+ 
M	15188	9	2		TLK2	+ 
M	15188	93	1		PGAP1/HSPD1	
M	15188	93	2		PGAP1	+ 
M	15188	93	3		HSPD1	+ 
M	15188	9	3		CEP112	+ 
M	15188	94	1		PHF20/SPAG4	
M	15188	94	2		PHF20	+ 
M	15188	94	3		SPAG4	+ 
M	15188	95	1		PLCB1/WTIP	
M	15188	95	2		PLCB1	+ 
M	15188	95	3		WTIP	+ 
M	15188	96	1		PPP1CB/PLB1	
M	15188	96	2		PPP1CB	+ 
M	15188	96	3		PLB1	+ 
M	15188	97	1		PPP1R2/APOD	
M	15188	97	2		PPP1R2	+ 
M	15188	97	3		APOD	+ 
M	15188	98	1		PRKAR2A/SLC25A20	
M	15188	98	2		PRKAR2A	+ 
M	15188	98	3		SLC25A20	+ 
M	15188	99	1		PSMD7/PDPR	
M	15188	99	2		PSMD7	+ 
M	15188	99	3		PDPR	+ 
M	15189	1	1		ETV6/LYN	
M	15189	1	2		ETV6	+ 
M	15189	1	3		LYN	+ 
M	15190	10	1		ECE2/PSMD2	
M	15190	10	2		ECE2	+ 
M	15190	10	3		PSMD2	+ 
M	15190	11	1		NAALADL2/SENP2	
M	15190	11	2		NAALADL2	+ 
M	15190	11	3		SENP2	+ 
M	15190	1	1		GLIPR1/TRMT10C	
M	15190	12	1		SF3B1/RFTN2	
M	15190	12	2		SF3B1	+ 
M	15190	12	3		RFTN2	+ 
M	15190	1	2		GLIPR1	+ 
M	15190	13	1		TNFSF10/FXR1	
M	15190	13	2		TNFSF10	+ 
M	15190	13	3		FXR1	+ 
M	15190	1	3		TRMT10C	+ 
M	15190	14	1		YWHAE/CRK	
M	15190	14	2		YWHAE	+ 
M	15190	14	3		CRK	+ 
M	15190	15	1		PLEKHA7/PIK3C2A	
M	15190	15	2		PLEKHA7	+ 
M	15190	15	3		PIK3C2A	+ 
M	15190	16	1		PIEZO1/APRT	
M	15190	16	2		PIEZO1	+ 
M	15190	16	3		APRT	+ 
M	15190	17	1		ABHD13/IRS2	
M	15190	17	2		ABHD13	+ 
M	15190	17	3		IRS2	+ 
M	15190	2	1		IKZF5/ADAM32	
M	15190	2	2		IKZF5	+ 
M	15190	2	3		ADAM32	+ 
M	15190	3	1		TMEM123/DYNC2H1	
M	15190	3	2		TMEM123	+ 
M	15190	3	3		DYNC2H1	+ 
M	15190	4	1		CHMP4A/NEDD8-MDP1	
M	15190	4	2		CHMP4A	+ 
M	15190	4	3		NEDD8-MDP1	+ 
M	15190	5	1		MYO9A/PMS1	
M	15190	5	2		MYO9A	+ 
M	15190	5	3		PMS1	+ 
M	15190	6	1		PPFIBP2/TSG101	
M	15190	6	2		PPFIBP2	+ 
M	15190	6	3		TSG101	+ 
M	15190	7	1		WWTR1/AGTR1	
M	15190	7	2		WWTR1	+ 
M	15190	7	3		AGTR1	+ 
M	15190	8	1		ARHGAP42/TMEM123	
M	15190	8	2		ARHGAP42	+ 
M	15190	8	3		TMEM123	+ 
M	15190	9	1		CAND1/CNOT2	
M	15190	9	2		CAND1	+ 
M	15190	9	3		CNOT2	+ 
M	15192	1	1		VAMP2/NRG1	
M	15192	1	2		VAMP2	+ 
M	15192	1	3		NRG1	+ 
M	15194	1	1		PAX3/NCOA1	
M	15194	1	2		PAX3	+ 
M	15194	1	3		NCOA1	+ 
M	15194	2	1		PAX3/MAML3	
M	15194	2	2		PAX3	+ 
M	15194	2	3		MAML3	+ 
M	15196	1	1		VGLL2/NCOA2	
M	15196	1	2		VGLL2	+ 
M	15196	1	3		NCOA2	+ 
M	15196	2	1		VGLL2/CITED2	
M	15196	2	2		VGLL2	+ 
M	15196	2	3		CITED2	+ 
M	15196	3	1		TEAD1/NCOA2	
M	15196	3	2		TEAD1	+ 
M	15196	3	3		NCOA2	+ 
M	15198	10	1		ERC1/ETV6	
M	15198	10	2		ERC1	+ 
M	15198	10	3		ETV6	+ 
M	15198	11	1		FADS1/SHANK2	
M	15198	11	2		FADS1	+ 
M	15198	11	3		SHANK2	+ 
M	15198	1	1		ASIC2/RASL10B	
M	15198	12	1		GALNT12/MEGF9	
M	15198	12	2		GALNT12	+ 
M	15198	12	3		MEGF9	+ 
M	15198	1	2		ASIC2	+ 
M	15198	13	1		GFM1/RARRES1	
M	15198	13	2		GFM1	+ 
M	15198	13	3		RARRES1	+ 
M	15198	1	3		RASL10B	+ 
M	15198	14	1		GMDS/TMEM132B	
M	15198	14	2		GMDS	+ 
M	15198	14	3		TMEM132B	+ 
M	15198	15	1		GOLPH3L/HORMAD1	
M	15198	15	2		GOLPH3L	+ 
M	15198	15	3		HORMAD1	+ 
M	15198	16	1		GPHN/RAD51B	
M	15198	16	2		GPHN	+ 
M	15198	16	3		RAD51B	+ 
M	15198	17	1		GRIK2/SOBP	
M	15198	17	2		GRIK2	+ 
M	15198	17	3		SOBP	+ 
M	15198	18	1		IKZF3/SYDE1	
M	15198	18	2		IKZF3	+ 
M	15198	18	3		SYDE1	+ 
M	15198	19	1		JARID2/RNGTT	
M	15198	19	2		JARID2	+ 
M	15198	19	3		RNGTT	+ 
M	15198	20	1		LMBRD1/REPS1	
M	15198	20	2		LMBRD1	+ 
M	15198	20	3		REPS1	+ 
M	15198	21	1		MAP7/AKAP12	
M	15198	21	2		MAP7	+ 
M	15198	21	3		AKAP12	+ 
M	15198	2	1		ADAMTS3/GUCY1B3	
M	15198	22	1		MDGA2/NCOA6	
M	15198	22	2		MDGA2	+ 
M	15198	22	3		NCOA6	+ 
M	15198	2	2		ADAMTS3	+ 
M	15198	23	1		NLGN1/NAALADL2	
M	15198	23	2		NLGN1	+ 
M	15198	23	3		NAALADL2	+ 
M	15198	2	3		GUCY1B3	+ 
M	15198	24	1		NR3C2/SPPL3	
M	15198	24	2		NR3C2	+ 
M	15198	24	3		SPPL3	+ 
M	15198	25	1		PARD3B/PIP5K1B	
M	15198	25	2		PARD3B	+ 
M	15198	25	3		PIP5K1B	+ 
M	15198	26	1		PHF3/EYS	
M	15198	26	2		PHF3	+ 
M	15198	26	3		EYS	+ 
M	15198	27	1		RNF220/MAST2	
M	15198	27	2		RNF220	+ 
M	15198	27	3		MAST2	+ 
M	15198	28	1		ROBO2/PTPRB	
M	15198	28	2		ROBO2	+ 
M	15198	28	3		PTPRB	+ 
M	15198	29	1		SHANK2/ACER3	
M	15198	29	2		SHANK2	+ 
M	15198	29	3		ACER3	+ 
M	15198	30	1		SHANK2/FCHSD2	
M	15198	30	2		SHANK2	+ 
M	15198	30	3		FCHSD2	+ 
M	15198	31	1		SHANK2/TENM4	
M	15198	31	2		SHANK2	+ 
M	15198	31	3		TENM4	+ 
M	15198	3	1		ARHGAP21/GPR158	
M	15198	32	1		STAMBPL1/PANK1	
M	15198	32	2		STAMBPL1	+ 
M	15198	32	3		PANK1	+ 
M	15198	3	2		ARHGAP21	+ 
M	15198	33	1		STK31/ASIC2	
M	15198	33	2		STK31	+ 
M	15198	33	3		ASIC2	+ 
M	15198	3	3		GPR158	+ 
M	15198	34	1		SULF2/ZNF217	
M	15198	34	2		SULF2	+ 
M	15198	34	3		ZNF217	+ 
M	15198	35	1		AGMO/POU6F2	
M	15198	35	2		AGMO	+ 
M	15198	35	3		POU6F2	+ 
M	15198	36	1		VAT1L/WWOX	
M	15198	36	2		VAT1L	+ 
M	15198	36	3		WWOX	+ 
M	15198	37	1		WNK1/ERC1	
M	15198	37	2		WNK1	+ 
M	15198	37	3		ERC1	+ 
M	15198	38	1		WWOX/TGIF2	
M	15198	38	2		WWOX	+ 
M	15198	38	3		TGIF2	+ 
M	15198	4	1		ASXL2/SOX5	
M	15198	4	2		ASXL2	+ 
M	15198	4	3		SOX5	+ 
M	15198	5	1		BCAS3/BRIP1	
M	15198	5	2		BCAS3	+ 
M	15198	5	3		BRIP1	+ 
M	15198	6	1		C10ORF11/IQCH	
M	15198	6	2		C10ORF11	+ 
M	15198	6	3		IQCH	+ 
M	15198	7	1		CAMK4/DENND1A	
M	15198	7	2		CAMK4	+ 
M	15198	7	3		DENND1A	+ 
M	15198	8	1		CLTC/BCAS3	
M	15198	8	2		CLTC	+ 
M	15198	8	3		BCAS3	+ 
M	15198	9	1		CTNNA3/RSF1	
M	15198	9	2		CTNNA3	+ 
M	15198	9	3		RSF1	+ 
M	15199	11	1		APBB1IP/SCARB1	
M	15199	11	2		APBB1IP	+ 
M	15199	11	3		SCARB1	+ 
M	15199	1	1		IGH/DUX4	
M	15199	12	1		CBFA2T3/GALNS	
M	15199	12	2		CBFA2T3	+ 
M	15199	12	3		GALNS	+ 
M	15199	1	2		IGH	+ 
M	15199	13	1		CLIC5/SUPT3H	
M	15199	13	2		CLIC5	+ 
M	15199	13	3		SUPT3H	+ 
M	15199	1	3		DUX4	+ 
M	15199	14	1		DENND1B/ZCCHC7	
M	15199	14	2		DENND1B	+ 
M	15199	14	3		ZCCHC7	+ 
M	15199	15	1		ESYT2/ATRN	
M	15199	15	2		ESYT2	+ 
M	15199	15	3		ATRN	+ 
M	15199	16	1		ETV6/CDKN1B	
M	15199	16	2		ETV6	+ 
M	15199	16	3		CDKN1B	+ 
M	15199	17	1		ETV6/LOH12CR1	
M	15199	17	2		ETV6	+ 
M	15199	17	3		LOH12CR1	+ 
M	15199	18	1		ETV6/NID1	
M	15199	18	2		ETV6	+ 
M	15199	18	3		NID1	+ 
M	15199	19	1		ETV6/PMEL	
M	15199	19	2		ETV6	+ 
M	15199	19	3		PMEL	+ 
M	15199	20	1		ETV6/PTPRO	
M	15199	20	2		ETV6	+ 
M	15199	20	3		PTPRO	+ 
M	15199	21	1		FOXJ2/MEF2D	
M	15199	21	2		FOXJ2	+ 
M	15199	21	3		MEF2D	+ 
M	15199	2	1		RUNX1/ETV6	
M	15199	22	1		FOXK2/CLIP2	
M	15199	22	2		FOXK2	+ 
M	15199	22	3		CLIP2	+ 
M	15199	2	2		RUNX1	+ 
M	15199	23	1		HM13/TSPAN31	
M	15199	23	2		HM13	+ 
M	15199	23	3		TSPAN31	+ 
M	15199	2	3		ETV6	+ 
M	15199	24	1		IKZF1/NUTM1	
M	15199	24	2		IKZF1	+ 
M	15199	24	3		NUTM1	+ 
M	15199	25	1		IKZF1/SETD5	
M	15199	25	2		IKZF1	+ 
M	15199	25	3		SETD5	+ 
M	15199	26	1		LDLRAD4/PHACTR3	
M	15199	26	2		LDLRAD4	+ 
M	15199	26	3		PHACTR3	+ 
M	15199	27	1		MBNL1/PAX5	
M	15199	27	2		MBNL1	+ 
M	15199	27	3		PAX5	+ 
M	15199	28	1		MED12/HOXA9	
M	15199	28	2		MED12	+ 
M	15199	28	3		HOXA9	+ 
