MOLCLIN	REFNO	INVNO	ORDERNO	PREFIX	GENE	SUFFIX
M	14418	13	2		SEC61G	+ 
M	14418	13	3		EGFR	+ 
M	14418	1	3		PSPH	+ 
M	14418	14	1		ADAM17/YWHAQ	
M	14418	14	2		ADAM17	+ 
M	14418	14	3		YWHAQ	+ 
M	14418	15	1		EGFR/GNS	
M	14418	15	2		EGFR	+ 
M	14418	15	3		GNS	+ 
M	14418	16	1		METTL21B/METTL1	
M	14418	16	2		METTL21B	+ 
M	14418	16	3		METTL1	+ 
M	14418	17	1		TXNDC15/ARPC2	
M	14418	17	2		TXNDC15	+ 
M	14418	17	3		ARPC2	+ 
M	14418	18	1		EML4/CASK	
M	14418	18	2		EML4	+ 
M	14418	18	3		CASK	+ 
M	14418	19	1		TMEM120B/AVIL	
M	14418	19	2		TMEM120B	+ 
M	14418	19	3		AVIL	+ 
M	14418	20	1		CAPZB/UBR4	
M	14418	20	2		CAPZB	+ 
M	14418	20	3		UBR4	+ 
M	14418	21	1		TFG/ADGRG7	
M	14418	21	2		TFG	+ 
M	14418	21	3		ADGRG7	+ 
M	14418	2	1		LANCL2/SEPT14	
M	14418	22	1		SDC4/SPCS1	
M	14418	22	2		SDC4	+ 
M	14418	22	3		SPCS1	+ 
M	14418	2	2		LANCL2	+ 
M	14418	23	1		ST8SIA4/PAM	
M	14418	23	2		ST8SIA4	+ 
M	14418	23	3		PAM	+ 
M	14418	2	3		SEPT14	+ 
M	14418	24	1		ARIH2/CAMP	
M	14418	24	2		ARIH2	+ 
M	14418	24	3		CAMP	+ 
M	14418	25	1		AGAP2/TMEM67	
M	14418	25	2		AGAP2	+ 
M	14418	25	3		TMEM67	+ 
M	14418	26	1		CNN3/ALG14	
M	14418	26	2		CNN3	+ 
M	14418	26	3		ALG14	+ 
M	14418	27	1		VOPP1/IL22	
M	14418	27	2		VOPP1	+ 
M	14418	27	3		IL22	+ 
M	14418	28	1		EGFR/ERP44	
M	14418	28	2		EGFR	+ 
M	14418	28	3		ERP44	+ 
M	14418	29	1		TBC1D14/HTRA3	
M	14418	29	2		TBC1D14	+ 
M	14418	29	3		HTRA3	+ 
M	14418	30	1		SSR1/DMD	
M	14418	30	2		SSR1	+ 
M	14418	30	3		DMD	+ 
M	14418	31	1		SLC35E3/OS9	
M	14418	31	2		SLC35E3	+ 
M	14418	31	3		OS9	+ 
M	14418	3	1		EGFR/SEPT14	
M	14418	32	1		PCDHGC3/QKI	
M	14418	32	2		PCDHGC3	+ 
M	14418	32	3		QKI	+ 
M	14418	3	2		EGFR	+ 
M	14418	33	1		NAT8L/DBNDD1	
M	14418	33	2		NAT8L	+ 
M	14418	33	3		DBNDD1	+ 
M	14418	3	3		SEPT14	+ 
M	14418	34	1		ARID1A/RNF31	
M	14418	34	2		ARID1A	+ 
M	14418	34	3		RNF31	+ 
M	14418	35	1		ARID1A/BEND5	
M	14418	35	2		ARID1A	+ 
M	14418	35	3		BEND5	+ 
M	14418	36	1		PPP2R2B/CCT3	
M	14418	36	2		PPP2R2B	+ 
M	14418	36	3		CCT3	+ 
M	14418	37	1		CLTA/UBE2R2	
M	14418	37	2		CLTA	+ 
M	14418	37	3		UBE2R2	+ 
M	14418	38	1		NUCKS1/PM20D1	
M	14418	38	2		NUCKS1	+ 
M	14418	38	3		PM20D1	+ 
M	14418	39	1		SNTB2/VPS4A	
M	14418	39	2		SNTB2	+ 
M	14418	39	3		VPS4A	+ 
M	14418	40	1		ERF/GSK3A	
M	14418	40	2		ERF	+ 
M	14418	40	3		GSK3A	+ 
M	14418	41	1		SCNN1A/TNFRSF1A	
M	14418	41	2		SCNN1A	+ 
M	14418	41	3		TNFRSF1A	+ 
M	14418	4	1		FGFR3/TACC3	
M	14418	42	1		MDM2/PPM1H	
M	14418	42	2		MDM2	+ 
M	14418	42	3		PPM1H	+ 
M	14418	4	2		FGFR3	+ 
M	14418	43	1		ASH1L/C1ORF61	
M	14418	43	2		ASH1L	+ 
M	14418	43	3		C1ORF61	+ 
M	14418	4	3		TACC3	+ 
M	14418	44	1		TSC22D4/C7ORF61	
M	14418	44	2		TSC22D4	+ 
M	14418	44	3		C7ORF61	+ 
M	14418	45	1		EPHB2/CPSF3L	
M	14418	45	2		EPHB2	+ 
M	14418	45	3		CPSF3L	+ 
M	14418	46	1		LNX1/USP46	
M	14418	46	2		LNX1	+ 
M	14418	46	3		USP46	+ 
M	14418	47	1		ADCK4/NUMBL	
M	14418	47	2		ADCK4	+ 
M	14418	47	3		NUMBL	+ 
M	14418	48	1		PBXIP1/PMVK	
M	14418	48	2		PBXIP1	+ 
M	14418	48	3		PMVK	+ 
M	14418	49	1		ZNF544/AP2A1	
M	14418	49	2		ZNF544	+ 
M	14418	49	3		AP2A1	+ 
M	14418	50	1		ASL/CRCP	
M	14418	50	2		ASL	+ 
M	14418	50	3		CRCP	+ 
M	14418	51	1		PIGU/NCOA6	
M	14418	51	2		PIGU	+ 
M	14418	51	3		NCOA6	+ 
M	14418	5	1		NFASC/NTRK1	
M	14418	52	1		EGFR/VOPP1	
M	14418	52	2		EGFR	+ 
M	14418	52	3		VOPP1	+ 
M	14418	5	2		NFASC	+ 
M	14418	53	1		NFX1/C9ORF24	
M	14418	53	2		NFX1	+ 
M	14418	53	3		C9ORF24	+ 
M	14418	5	3		NTRK1	+ 
M	14418	54	1		OS9/KIF5A	
M	14418	54	2		OS9	+ 
M	14418	54	3		KIF5A	+ 
M	14418	55	1		NFIA/RNLS	
M	14418	55	2		NFIA	+ 
M	14418	55	3		RNLS	+ 
M	14418	56	1		PSPC1/CRYL1	
M	14418	56	2		PSPC1	+ 
M	14418	56	3		CRYL1	+ 
M	14418	57	1		SENP3/GPS2	
M	14418	57	2		SENP3	+ 
M	14418	57	3		GPS2	+ 
M	14418	58	1		C12ORF49/MDM2	
M	14418	58	2		C12ORF49	+ 
M	14418	58	3		MDM2	+ 
M	14418	59	1		COBL/SEPT14	
M	14418	59	2		COBL	+ 
M	14418	59	3		SEPT14	+ 
M	14418	60	1		COL26A1/GGCT	
M	14418	60	2		COL26A1	+ 
M	14418	60	3		GGCT	+ 
M	14418	61	1		GIGYF2/TRPM8	
M	14418	61	2		GIGYF2	+ 
M	14418	61	3		TRPM8	+ 
M	14418	6	1		YEATS4/XRCC6BP1	
M	14418	62	1		PSMD1/DNER	
M	14418	62	2		PSMD1	+ 
M	14418	62	3		DNER	+ 
M	14418	6	2		YEATS4	+ 
M	14418	63	1		RBFOX2/LGALS2	
M	14418	63	2		RBFOX2	+ 
M	14418	63	3		LGALS2	+ 
M	14418	6	3		XRCC6BP1	+ 
M	14418	64	1		SLC25A26/IMMT	
M	14418	64	2		SLC25A26	+ 
M	14418	64	3		IMMT	+ 
M	14418	65	1		XRN1/SMYD3	
M	14418	65	2		XRN1	+ 
M	14418	65	3		SMYD3	+ 
M	14418	66	1		ASTN2/ARHGDIG	
M	14418	66	2		ASTN2	+ 
M	14418	66	3		ARHGDIG	+ 
M	14418	67	1		ASTN2/PDIA2	
M	14418	67	2		ASTN2	+ 
M	14418	67	3		PDIA2	+ 
M	14418	68	1		TDRD3/ESD	
M	14418	68	2		TDRD3	+ 
M	14418	68	3		ESD	+ 
M	14418	69	1		CHD7/TOX	
M	14418	69	2		CHD7	+ 
M	14418	69	3		TOX	+ 
M	14418	70	1		CAND1/EGFR	
M	14418	70	2		CAND1	+ 
M	14418	70	3		EGFR	+ 
M	14418	71	1		CCDC127/TERT	
M	14418	71	2		CCDC127	+ 
M	14418	71	3		TERT	+ 
M	14418	7	1		POLR2A/WRAP53	
M	14418	72	1		MTOR/CAMTA1	
M	14418	72	2		MTOR	+ 
M	14418	72	3		CAMTA1	+ 
M	14418	7	2		POLR2A	+ 
M	14418	73	1		GGT5/USP18	
M	14418	73	2		GGT5	+ 
M	14418	73	3		USP18	+ 
M	14418	7	3		WRAP53	+ 
M	14418	74	1		FAM13C/SUFU	
M	14418	74	2		FAM13C	+ 
M	14418	74	3		SUFU	+ 
M	14418	75	1		FREM2/MTRF1	
M	14418	75	2		FREM2	+ 
M	14418	75	3		MTRF1	+ 
M	14418	76	1		SLC22A23/TNFRSF21	
M	14418	76	2		SLC22A23	+ 
M	14418	76	3		TNFRSF21	+ 
M	14418	77	1		AGK/WDR60	
M	14418	77	2		AGK	+ 
M	14418	77	3		WDR60	+ 
M	14418	78	1		HOXC10/WIBG	
M	14418	78	2		HOXC10	+ 
M	14418	78	3		WIBG	+ 
M	14418	79	1		SRP68/AP1M2	
M	14418	79	2		SRP68	+ 
M	14418	79	3		AP1M2	+ 
M	14418	80	1		TSFM/INHBE	
M	14418	80	2		TSFM	+ 
M	14418	80	3		INHBE	+ 
M	14418	81	1		WBSCR17/PPP1R9A	
M	14418	81	2		WBSCR17	+ 
M	14418	81	3		PPP1R9A	+ 
M	14418	8	1		EIF4H/GTF2I	
M	14418	82	1		CHID1/CORO7	
M	14418	82	2		CHID1	+ 
M	14418	82	3		CORO7	+ 
M	14418	8	2		EIF4H	+ 
M	14418	83	1		LANCL2/PSPH	
M	14418	83	2		LANCL2	+ 
M	14418	83	3		PSPH	+ 
M	14418	8	3		GTF2I	+ 
M	14418	84	1		RHEB/PRKAG2	
M	14418	84	2		RHEB	+ 
M	14418	84	3		PRKAG2	+ 
M	14418	85	1		CTSC/RAB38	
M	14418	85	2		CTSC	+ 
M	14418	85	3		RAB38	+ 
M	14418	86	1		DIP2B/TAF8	
M	14418	86	2		DIP2B	+ 
M	14418	86	3		TAF8	+ 
M	14418	87	1		ZSWIM4/UBQLN4	
M	14418	87	2		ZSWIM4	+ 
M	14418	87	3		UBQLN4	+ 
M	14418	88	1		TBC1D30/PPM1H	
M	14418	88	2		TBC1D30	+ 
M	14418	88	3		PPM1H	+ 
M	14418	89	1		SMAD4/RAX	
M	14418	89	2		SMAD4	+ 
M	14418	89	3		RAX	+ 
M	14418	90	1		DGKD/SPP2	
M	14418	90	2		DGKD	+ 
M	14418	90	3		SPP2	+ 
M	14418	9	1		AKAP6/EGLN3	
M	14418	9	2		AKAP6	+ 
M	14418	9	3		EGLN3	+ 
M	14419	1	1		RUNX1/SV2B	
M	14419	1	2		RUNX1	+ 
M	14419	1	3		SV2B	+ 
M	14420	1	1		BCR/ABL1	
M	14420	1	2		BCR	+ 
M	14420	1	3		ABL1	+ 
M	14426	1	1		RNF213/SLC26A11	
M	14426	1	2		RNF213	+ 
M	14426	1	3		SLC26A11	+ 
M	14427	1	1		MYH9/USP6	
M	14427	1	2		MYH9	+ 
M	14427	1	3		USP6	+ 
M	14432	1	1		EP400/PHF1	
M	14432	1	2		EP400	+ 
M	14432	1	3		PHF1	+ 
M	14434	10	1		KMT2A/TET1	
M	14434	10	2		KMT2A	+ 
M	14434	10	3		TET1	+ 
M	14434	11	1		KMT2A/PICALM	
M	14434	11	2		KMT2A	+ 
M	14434	11	3		PICALM	+ 
M	14434	1	1		KMT2A/AFF1	
M	14434	12	1		KMT2A/PICALM	
M	14434	12	2		KMT2A	+ 
M	14434	12	3		PICALM	+ 
M	14434	1	2		KMT2A	+ 
M	14434	13	1		KMT2A/ABI1	
M	14434	13	2		KMT2A	+ 
M	14434	13	3		ABI1	+ 
M	14434	1	3		AFF1	+ 
M	14434	14	1		KMT2A/CASC5	
M	14434	14	2		KMT2A	+ 
M	14434	14	3		CASC5	+ 
M	14434	15	1		KMT2A/MYO1F	
M	14434	15	2		KMT2A	+ 
M	14434	15	3		MYO1F	+ 
M	14434	16	1		KMT2A/SEPT5	
M	14434	16	2		KMT2A	+ 
M	14434	16	3		SEPT5	+ 
M	14434	17	1		KMT2A/SEPT5	
M	14434	17	2		KMT2A	+ 
M	14434	17	3		SEPT5	+ 
M	14434	18	1		KMT2A/ACTN4	
M	14434	18	2		KMT2A	+ 
M	14434	18	3		ACTN4	+ 
M	14434	19	1		KMT2A/ACTN4	
M	14434	19	2		KMT2A	+ 
M	14434	19	3		ACTN4	+ 
M	14434	20	1		KMT2A/FLNA	
M	14434	20	2		KMT2A	+ 
M	14434	20	3		FLNA	+ 
M	14434	21	1		KMT2A/FOXO3	
M	14434	21	2		KMT2A	+ 
M	14434	21	3		FOXO3	+ 
M	14434	2	1		KMT2A/AFF4	
M	14434	22	1		KMT2A/CEP170B	
M	14434	22	2		KMT2A	+ 
M	14434	22	3		CEP170B	+ 
M	14434	2	2		KMT2A	+ 
M	14434	23	1		KMT2A/MAML2	
M	14434	23	2		KMT2A	+ 
M	14434	23	3		MAML2	+ 
M	14434	2	3		AFF4	+ 
M	14434	24	1		KMT2A/SEPT11	
M	14434	24	2		KMT2A	+ 
M	14434	24	3		SEPT11	+ 
M	14434	25	1		KMT2A/SEPT11	
M	14434	25	2		KMT2A	+ 
M	14434	25	3		SEPT11	+ 
M	14434	26	1		KMT2A/TNRC18	
M	14434	26	2		KMT2A	+ 
M	14434	26	3		TNRC18	+ 
M	14434	27	1		KMT2A/ABI2	
M	14434	27	2		KMT2A	+ 
M	14434	27	3		ABI2	+ 
M	14434	28	1		KMT2A/ACACA	
M	14434	28	2		KMT2A	+ 
M	14434	28	3		ACACA	+ 
M	14434	29	1		KMT2A/AKAP13	
M	14434	29	2		KMT2A	+ 
M	14434	29	3		AKAP13	+ 
M	14434	30	1		KMT2A/AP2A2	
M	14434	30	2		KMT2A	+ 
M	14434	30	3		AP2A2	+ 
M	14434	31	1		KMT2A/ARHGEF12	
M	14434	31	2		KMT2A	+ 
M	14434	31	3		ARHGEF12	+ 
M	14434	3	1		KMT2A/ELL	
M	14434	32	1		KMT2A/BCL9L	
M	14434	32	2		KMT2A	+ 
M	14434	32	3		BCL9L	+ 
M	14434	3	2		KMT2A	+ 
M	14434	33	1		KMT2A/BUD13	
M	14434	33	2		KMT2A	+ 
M	14434	33	3		BUD13	+ 
M	14434	3	3		ELL	+ 
M	14434	34	1		KMT2A/C2CD3	
M	14434	34	2		KMT2A	+ 
M	14434	34	3		C2CD3	+ 
M	14434	35	1		KMT2A/CASP8AP2	
M	14434	35	2		KMT2A	+ 
M	14434	35	3		CASP8AP2	+ 
M	14434	36	1		KMT2A/CBL	
M	14434	36	2		KMT2A	+ 
M	14434	36	3		CBL	+ 
M	14434	37	1		KMT2A/CEP164	
M	14434	37	2		KMT2A	+ 
M	14434	37	3		CEP164	+ 
M	14434	38	1		KMT2A/DCP1A	
M	14434	38	2		KMT2A	+ 
M	14434	38	3		DCP1A	+ 
M	14434	39	1		KMT2A/DCPS	
M	14434	39	2		KMT2A	+ 
M	14434	39	3		DCPS	+ 
M	14434	40	1		KMT2A/FNBP1	
M	14434	40	2		KMT2A	+ 
M	14434	40	3		FNBP1	+ 
M	14434	41	1		KMT2A/GAS7	
M	14434	41	2		KMT2A	+ 
M	14434	41	3		GAS7	+ 
M	14434	4	1		KMT2A/EPS15	
M	14434	42	1		KMT2A/GMPS	
M	14434	42	2		KMT2A	+ 
M	14434	42	3		GMPS	+ 
M	14434	4	2		KMT2A	+ 
M	14434	43	1		KMT2A/KIAA1524	
M	14434	43	2		KMT2A	+ 
M	14434	43	3		KIAA1524	+ 
M	14434	4	3		EPS15	+ 
M	14434	44	1		KMT2A/LAMC3	
M	14434	44	2		KMT2A	+ 
M	14434	44	3		LAMC3	+ 
M	14434	45	1		KMT2A/BTBD18	
M	14434	45	2		KMT2A	+ 
M	14434	45	3		BTBD18	+ 
M	14434	46	1		KMT2A/ME2	
M	14434	46	2		KMT2A	+ 
M	14434	46	3		ME2	+ 
M	14434	47	1		KMT2A/MYH11	
M	14434	47	2		KMT2A	+ 
M	14434	47	3		MYH11	+ 
M	14434	48	1		KMT2A/NEBL	
M	14434	48	2		KMT2A	+ 
M	14434	48	3		NEBL	+ 
M	14434	49	1		KMT2A/NRIP3	
M	14434	49	2		KMT2A	+ 
M	14434	49	3		NRIP3	+ 
M	14434	50	1		KMT2A/PDS5A	
M	14434	50	2		KMT2A	+ 
M	14434	50	3		PDS5A	+ 
M	14434	51	1		KMT2A/PRPF19	
M	14434	51	2		KMT2A	+ 
M	14434	51	3		PRPF19	+ 
M	14434	5	1		KMT2A/MLLT11	
M	14434	52	1		KMT2A/RUNDC3B	
M	14434	52	2		KMT2A	+ 
M	14434	52	3		RUNDC3B	+ 
M	14434	5	2		KMT2A	+ 
M	14434	53	1		KMT2A/EEFSEC	
M	14434	53	2		KMT2A	+ 
M	14434	53	3		EEFSEC	+ 
M	14434	5	3		MLLT11	+ 
M	14434	54	1		KMT2A/SEPT2	
M	14434	54	2		KMT2A	+ 
M	14434	54	3		SEPT2	+ 
M	14434	55	1		KMT2A/SMAP1	
M	14434	55	2		KMT2A	+ 
M	14434	55	3		SMAP1	+ 
M	14434	56	1		KMT2A/TOP3A	
M	14434	56	2		KMT2A	+ 
M	14434	56	3		TOP3A	+ 
M	14434	57	1		KMT2A/VAV1	
M	14434	57	2		KMT2A	+ 
M	14434	57	3		VAV1	+ 
M	14434	6	1		KMT2A/SEPT9	
M	14434	6	2		KMT2A	+ 
M	14434	6	3		SEPT9	+ 
M	14434	7	1		KMT2A/MLLT6	
M	14434	7	2		KMT2A	+ 
M	14434	7	3		MLLT6	+ 
M	14434	8	1		KMT2A/AFF3	
M	14434	8	2		KMT2A	+ 
M	14434	8	3		AFF3	+ 
M	14434	9	1		KMT2A/TET1	
M	14434	9	2		KMT2A	+ 
M	14434	9	3		TET1	+ 
M	14440	1	1		ZMYND8/RELA	
M	14440	1	2		ZMYND8	+ 
M	14440	1	3		RELA	+ 
M	14442	1	1		TCF3/PBX1	
M	14442	1	2		TCF3	+ 
M	14442	1	3		PBX1	+ 
M	14448	1	1		ZMYM2/FGFR1	
M	14448	1	2		ZMYM2	+ 
M	14448	1	3		FGFR1	+ 
M	14452	1	1		MALAT1	+ 
M	14452	2	1		PEG3	+ 
M	14457	1	1		HEY1/NCOA2	
M	14457	1	2		HEY1	+ 
M	14457	1	3		NCOA2	+ 
M	14458	1	1		FGFR3/TACC3	
M	14458	1	2		FGFR3	+ 
M	14458	1	3		TACC3	+ 
M	14459	1	1		C11ORF95/MKL2	
M	14459	1	2		C11ORF95	+ 
M	14459	1	3		MKL2	+ 
M	14461	1	1		OR51E2/ETV1	
M	14461	1	2		OR51E2	+ 
M	14461	1	3		ETV1	+ 
M	14461	2	1		UBTF/ETV4	
M	14461	2	2		UBTF	+ 
M	14461	2	3		ETV4	+ 
M	14461	3	1		SLC45A3/ETV4	
M	14461	3	2		SLC45A3	+ 
M	14461	3	3		ETV4	+ 
M	14470	1	1		FGFR3/TACC3	
M	14470	1	2		FGFR3	+ 
M	14470	1	3		TACC3	+ 
M	14471	1	1		MBTD1/CXORF67	
M	14471	1	2		MBTD1	+ 
M	14471	1	3		CXORF67	+ 
M	14476	1	1		C11ORF95/RELA	
M	14476	1	2		C11ORF95	+ 
M	14476	1	3		RELA	+ 
M	14476	2	1		C11ORF95/YAP1	
M	14476	2	2		C11ORF95	+ 
M	14476	2	3		YAP1	+ 
M	14476	3	1		C11ORF95/MAML2	
M	14476	3	2		C11ORF95	+ 
M	14476	3	3		MAML2	+ 
M	14477	1	1		ZC3H7B/BCOR	
M	14477	1	2		ZC3H7B	+ 
M	14477	1	3		BCOR	+ 
M	14477	2	1		MEAF6/PHF1	
M	14477	2	2		MEAF6	+ 
M	14477	2	3		PHF1	+ 
M	14478	1	1		CLTC/ALK	
M	14478	1	2		CLTC	+ 
M	14478	1	3		ALK	+ 
M	14484	1	1		IL20RB/RASSF8	
M	14484	1	2		IL20RB	+ 
M	14484	1	3		RASSF8	+ 
M	14484	2	1		PDE4A/MIPOL1	
M	14484	2	2		PDE4A	+ 
M	14484	2	3		MIPOL1	+ 
M	14484	3	1		MYO15B/NUP85	
M	14484	3	2		MYO15B	+ 
M	14484	3	3		NUP85	+ 
M	14484	4	1		STAT3/PTRF	
M	14484	4	2		STAT3	+ 
M	14484	4	3		PTRF	+ 
M	14486	2	1		NUP98/NSD1	
M	14486	2	2		NUP98	+ 
M	14486	2	3		NSD1	+ 
M	14486	3	1		CBFA2T3/GLIS2	
M	14486	3	2		CBFA2T3	+ 
M	14486	3	3		GLIS2	+ 
M	14486	4	1		KMT2A/MLLT3	
M	14486	4	2		KMT2A	+ 
M	14486	4	3		MLLT3	+ 
M	14486	5	1		KMT2A/MLLT4	
M	14486	5	2		KMT2A	+ 
M	14486	5	3		MLLT4	+ 
M	14486	6	1		KMT2A/MLLT6	
M	14486	6	2		KMT2A	+ 
M	14486	6	3		MLLT6	+ 
M	14486	7	1		FUS/ERG	
M	14486	7	2		FUS	+ 
M	14486	7	3		ERG	+ 
M	14486	8	1		MNX1/ETV6	
M	14486	8	2		MNX1	+ 
M	14486	8	3		ETV6	+ 
M	14487	1	1		KAT6A/LEUTX	
M	14487	1	2		KAT6A	+ 
M	14487	1	3		LEUTX	+ 
M	14488	1	1		ITK/SYK	
M	14488	1	2		ITK	+ 
M	14488	1	3		SYK	+ 
M	14494	1	1		KMT2A/ZC3H13	
M	14494	1	2		KMT2A	+ 
M	14494	1	3		ZC3H13	+ 
M	14496	1	1		DNAJB1/PRKACA	
M	14496	1	2		DNAJB1	+ 
M	14496	1	3		PRKACA	+ 
M	14498	1	1		MGST3/ZMAT5	
M	14498	1	2		MGST3	+ 
M	14498	1	3		ZMAT5	+ 
M	14498	2	1		MS4A7/C2CD3	
M	14498	2	2		MS4A7	+ 
M	14498	2	3		C2CD3	+ 
M	14501	1	1		EML4/ALK	
M	14501	1	2		EML4	+ 
M	14501	1	3		ALK	+ 
M	14504	1	1		ITK/SYK	
M	14504	1	2		ITK	+ 
M	14504	1	3		SYK	+ 
M	14507	1	1		TAF15/ZNF384	
M	14507	1	2		TAF15	+ 
M	14507	1	3		ZNF384	+ 
M	14509	1	1		RUNX1/USP42	
M	14509	1	2		RUNX1	+ 
M	14509	1	3		USP42	+ 
M	14522	1	1		DIP2B/ERBB2	
M	14522	1	2		DIP2B	+ 
M	14522	1	3		ERBB2	+ 
M	14532	1	1		KMT2A/TET1	
M	14532	1	2		KMT2A	+ 
M	14532	1	3		TET1	+ 
M	14532	2	1		KMT2A/TET1	
M	14532	2	2		KMT2A	+ 
M	14532	2	3		TET1	+ 
M	14534	1	1		DTD1/PDGFRB	
M	14534	1	2		DTD1	+ 
M	14534	1	3		PDGFRB	+ 
M	14534	2	1		CCDC88C/PDGFRB	
M	14534	2	2		CCDC88C	+ 
M	14534	2	3		PDGFRB	+ 
M	14534	3	1		CCDC88C/PDGFRB	
M	14534	3	2		CCDC88C	+ 
M	14534	3	3		PDGFRB	+ 
M	14541	1	1		ELMO2/RAE1	
M	14541	1	2		ELMO2	+ 
M	14541	1	3		RAE1	+ 
M	14541	2	1		BCAS4/AURKA	
M	14541	2	2		BCAS4	+ 
M	14541	2	3		AURKA	+ 
M	14541	3	1		SLC2A1/FAF1	
M	14541	3	2		SLC2A1	+ 
M	14541	3	3		FAF1	+ 
M	14541	4	1		CD46/USH2A	
M	14541	4	2		CD46	+ 
M	14541	4	3		USH2A	+ 
M	14541	5	1		LASP1/CDK12	
M	14541	5	2		LASP1	+ 
M	14541	5	3		CDK12	+ 
M	14541	6	1		UBE2V1/SULF2	
M	14541	6	2		UBE2V1	+ 
M	14541	6	3		SULF2	+ 
M	14541	7	1		CYB5B/CALB2	
M	14541	7	2		CYB5B	+ 
M	14541	7	3		CALB2	+ 
M	14541	8	1		NSF/EFCAB13	
M	14541	8	2		NSF	+ 
M	14541	8	3		EFCAB13	+ 
M	14544	10	1		FGFR3/TACC3	
M	14544	10	2		FGFR3	+ 
M	14544	10	3		TACC3	+ 
M	14544	11	1		FGFR3/TACC3	
M	14544	11	2		FGFR3	+ 
M	14544	11	3		TACC3	+ 
M	14544	1	1		FGFR2/AFF3	
M	14544	12	1		FGFR3/TACC3	
M	14544	12	2		FGFR3	+ 
M	14544	12	3		TACC3	+ 
M	14544	1	2		FGFR2	+ 
M	14544	13	1		FGFR3/TACC3	
M	14544	13	2		FGFR3	+ 
M	14544	13	3		TACC3	+ 
M	14544	1	3		AFF3	+ 
M	14544	14	1		ERLIN2/FGFR1	
M	14544	14	2		ERLIN2	+ 
M	14544	14	3		FGFR1	+ 
M	14544	15	1		BAG4/FGFR1	
M	14544	15	2		BAG4	+ 
M	14544	15	3		FGFR1	+ 
M	14544	2	1		FGFR2/CCDC6	
M	14544	2	2		FGFR2	+ 
M	14544	2	3		CCDC6	+ 
M	14544	3	1		FGFR2/CASP7	
M	14544	3	2		FGFR2	+ 
M	14544	3	3		CASP7	+ 
M	14544	4	1		FGFR2/BICC1	
M	14544	4	2		FGFR2	+ 
M	14544	4	3		BICC1	+ 
M	14544	5	1		FGFR2/CCAR2	
M	14544	5	2		FGFR2	+ 
M	14544	5	3		CCAR2	+ 
M	14544	6	1		FGFR2/OFD1	
M	14544	6	2		FGFR2	+ 
M	14544	6	3		OFD1	+ 
M	14544	7	1		SLC45A3/FGFR2	
M	14544	7	2		SLC45A3	+ 
M	14544	7	3		FGFR2	+ 
M	14544	8	1		FGFR3/BAIAP2L1	
M	14544	8	2		FGFR3	+ 
M	14544	8	3		BAIAP2L1	+ 
M	14544	9	1		FGFR3/TACC3	
M	14544	9	2		FGFR3	+ 
M	14544	9	3		TACC3	+ 
M	14546	1	1		RUNX1/USP42	
M	14546	1	2		RUNX1	+ 
M	14546	1	3		USP42	+ 
M	14550	1	1		SERPINE1/FOSB	
M	14550	1	2		SERPINE1	+ 
M	14550	1	3		FOSB	+ 
M	14550	2	1		SERPINE1/FOSB	
M	14550	2	2		SERPINE1	+ 
M	14550	2	3		FOSB	+ 
M	14554	1	1		CBFA2T3/GLIS2	
M	14554	1	2		CBFA2T3	+ 
M	14554	1	3		GLIS2	+ 
M	14554	2	1		KMT2A/MLLT3	
M	14554	2	2		KMT2A	+ 
M	14554	2	3		MLLT3	+ 
M	14554	3	1		NUP98/KDM5A	
M	14554	3	2		NUP98	+ 
M	14554	3	3		KDM5A	+ 
M	14554	4	1		THRAP3/SH3BP2	
M	14554	4	2		THRAP3	+ 
M	14554	4	3		SH3BP2	+ 
M	14560	1	1		RANBP2/ALK	
M	14560	1	2		RANBP2	+ 
M	14560	1	3		ALK	+ 
M	14561	1	1		FGFR3/TACC3	
M	14561	1	2		FGFR3	+ 
M	14561	1	3		TACC3	+ 
M	14565	1	1		ETV6/NTRK3	
M	14565	1	2		ETV6	+ 
M	14565	1	3		NTRK3	+ 
M	14566	1	1		YWHAE/NUTM2A	
M	14566	1	2		YWHAE	+ 
M	14566	1	3		NUTM2A	+ 
M	14566	2	1		YWHAE/NUTM2B	
M	14566	2	2		YWHAE	+ 
M	14566	2	3		NUTM2B	+ 
M	14573	1	1		SQSTM1/NUP214	
M	14573	1	2		SQSTM1	+ 
M	14573	1	3		NUP214	+ 
M	14577	1	1		MEF2D/CSF1R	
M	14577	1	2		MEF2D	+ 
M	14577	1	3		CSF1R	+ 
M	14578	1	1		RANBP2/ALK	
M	14578	1	2		RANBP2	+ 
M	14578	1	3		ALK	+ 
M	14578	2	1		RANBP2/ALK	
M	14578	2	2		RANBP2	+ 
M	14578	2	3		ALK	+ 
M	14578	3	1		RANBP2/ALK	
M	14578	3	2		RANBP2	+ 
M	14578	3	3		ALK	+ 
M	14583	1	1		COL3A1/PLAG1	
M	14583	1	2		COL3A1	+ 
M	14583	1	3		PLAG1	+ 
M	14583	2	1		RAB2A/PLAG1	
M	14583	2	2		RAB2A	+ 
M	14583	2	3		PLAG1	+ 
M	14585	1	1		MEAF6/PHF1	
M	14585	1	2		MEAF6	+ 
M	14585	1	3		PHF1	+ 
M	14586	1	1		NUP98/HOXA9	
M	14586	1	2		NUP98	+ 
M	14586	1	3		HOXA9	+ 
M	14589	1	1		YAP1/MAML2	
M	14589	1	2		YAP1	+ 
